height,weight,size,color
160.02,68.0388555,L,yellow
152.4,40.8233133,L,yellow
157.48,72.12118683,S,red
160.02,70.30681735,L,yellow
170.18,73.93555631000001,S,red
167.64,65.77089365,S,red
157.48,58.513415730000006,S,red
154.94,73.48196394,XS,blue
152.4,59.42060047,L,yellow
165.1,56.69904625,L,yellow
157.48,63.502931800000006,S,red
152.4,56.24545388,S,red
172.72,65.77089365,L,yellow
162.56,68.94604024,L,yellow
185.42,90.718474,L,yellow
162.56,47.62719885,L,yellow
182.88,74.84274105,S,red
167.64,56.69904625,S,red
162.56,63.502931800000006,S,red
170.18,68.0388555,S,red
180.34,94.34721296,S,red
154.94,63.04933943,L,yellow
152.4,52.16312255,L,yellow
160.02,68.0388555,S,red
172.72,72.57477920000001,XL,purple
182.88,88.45051215000001,S,red
167.64,63.95652417,L,yellow
157.48,53.523899660000005,S,red
154.94,56.24545388,S,red
165.1,66.67807839000001,L,yellow
167.64,59.874192840000006,L,yellow
157.48,66.22448602,XL,purple
160.02,58.9670081,L,yellow
160.02,58.9670081,XL,purple
149.86,52.16312255,L,yellow
162.56,61.23496995,L,yellow
144.78,53.523899660000005,L,yellow
160.02,61.68856232,S,red
170.18,64.86370891,XL,purple
175.26,81.6466266,L,yellow
165.1,61.23496995,S,red
162.56,72.57477920000001,L,yellow
165.1,77.1107029,L,yellow
172.72,73.02837157,L,yellow
160.02,56.69904625,L,yellow
175.26,90.718474,L,yellow
167.64,72.57477920000001,L,yellow
170.18,76.20351816,S,red
165.1,70.30681735,L,yellow
165.1,62.59574706,L,yellow
165.1,57.60623099,M,green
167.64,74.84274105,S,red
170.18,68.0388555,L,yellow
165.1,60.32778521,L,yellow
170.18,62.59574706,S,red
167.64,72.57477920000001,S,red
170.18,65.77089365,L,yellow
152.4,56.69904625,S,red
167.64,72.57477920000001,S,red
167.64,66.22448602,S,red
162.56,57.152638620000005,L,yellow
154.94,56.69904625,L,yellow
160.02,68.49244787,L,yellow
165.1,68.0388555,L,yellow
152.4,49.895160700000005,L,yellow
177.8,72.57477920000001,L,yellow
154.94,57.60623099,S,red
170.18,67.13167076,L,yellow
160.02,56.69904625,L,yellow
160.02,72.57477920000001,S,red
172.72,65.77089365,M,green
170.18,59.42060047,L,yellow
160.02,65.77089365,M,green
165.1,57.152638620000005,L,yellow
154.94,48.08079122,L,yellow
167.64,58.9670081,S,red
167.64,69.85322498000001,S,red
162.56,63.502931800000006,L,yellow
157.48,53.523899660000005,L,yellow
157.48,51.255937810000006,XL,purple
162.56,72.57477920000001,S,red
162.56,70.30681735,XL,purple
162.56,53.523899660000005,S,red
157.48,56.69904625,S,red
167.64,69.39963261,M,green
170.18,83.91458845000001,L,yellow
165.1,53.523899660000005,L,yellow
152.4,52.16312255,S,red
165.1,58.9670081,L,yellow
167.64,72.57477920000001,M,green
157.48,57.60623099,L,yellow
165.1,64.86370891,L,yellow
160.02,55.33826914,S,red
160.02,58.9670081,L,yellow
165.1,65.77089365,XS,blue
175.26,75.74992579,S,red
160.02,55.79186151,L,yellow
162.56,61.23496995,L,yellow
167.64,58.9670081,S,red
162.56,68.0388555,M,green
157.48,60.32778521,L,yellow
147.32,45.359237,S,red
170.18,72.57477920000001,L,yellow
170.18,72.57477920000001,S,red
157.48,53.07030729,L,yellow
152.4,52.16312255,S,red
154.94,62.142154690000005,S,red
172.72,78.92507238,L,yellow
157.48,56.24545388,L,yellow
162.56,68.0388555,S,red
165.1,58.05982336,L,yellow
157.48,61.23496995,S,red
170.18,77.1107029,S,red
157.48,52.61671492,S,red
162.56,57.60623099,L,yellow
172.72,68.0388555,S,red
162.56,76.65711053,S,red
170.18,59.42060047,XL,purple
157.48,61.23496995,S,red
154.94,53.523899660000005,L,yellow
167.64,61.23496995,S,red
152.4,58.05982336,L,yellow
167.64,64.86370891,XL,purple
152.4,62.59574706,XL,purple
167.64,90.718474,L,yellow
167.64,64.86370891,L,yellow
144.78,67.13167076,XL,purple
162.56,76.65711053,S,red
172.72,64.86370891,M,green
175.26,107.95498406,S,red
177.8,86.1825503,XL,purple
167.64,77.1107029,M,green
162.56,83.00740371,L,yellow
162.56,67.58526313,S,red
162.56,74.84274105,S,red
160.02,79.37866475,S,red
165.1,68.0388555,L,yellow
170.18,70.30681735,L,yellow
165.1,54.4310844,L,yellow
172.72,78.47148001000001,XL,purple
167.64,65.31730128000001,L,yellow
160.02,56.69904625,L,yellow
165.1,82.55381134000001,XL,purple
172.72,81.6466266,XL,purple
167.64,69.85322498000001,L,yellow
162.56,90.718474,S,red
160.02,62.142154690000005,L,yellow
167.64,67.13167076,XL,purple
160.02,61.68856232,S,red
167.64,58.9670081,XL,purple
165.1,68.49244787,L,yellow
160.02,67.58526313,S,red
160.02,63.502931800000006,L,yellow
165.1,59.874192840000006,L,yellow
172.72,72.57477920000001,L,yellow
149.86,60.32778521,XL,purple
167.64,63.04933943,L,yellow
165.1,56.69904625,XS,blue
170.18,66.67807839000001,L,yellow
170.18,63.502931800000006,XL,purple
162.56,58.9670081,L,yellow
157.48,61.68856232,XL,purple
167.64,68.0388555,L,yellow
167.64,63.04933943,XL,purple
177.8,74.84274105,S,red
170.18,83.91458845000001,L,yellow
162.56,57.60623099,L,yellow
160.02,67.58526313,S,red
160.02,61.23496995,S,red
172.72,74.84274105,L,yellow
160.02,63.502931800000006,L,yellow
167.64,62.59574706,S,red
157.48,60.78137758,S,red
162.56,68.0388555,XL,purple
157.48,58.9670081,L,yellow
167.64,72.57477920000001,S,red
160.02,58.9670081,L,yellow
165.1,65.77089365,L,yellow
144.78,47.62719885,L,yellow
167.64,73.48196394,S,red
172.72,78.01788764,S,red
167.64,67.13167076,XL,purple
160.02,62.59574706,L,yellow
160.02,72.57477920000001,L,yellow
165.1,58.9670081,L,yellow
160.02,66.22448602,L,yellow
157.48,61.23496995,L,yellow
170.18,74.84274105,XL,purple
172.72,70.76040972,XL,purple
170.18,61.68856232,S,red
165.1,69.85322498000001,L,yellow
160.02,55.79186151,L,yellow
172.72,65.77089365,XL,purple
172.72,70.76040972,XL,purple
160.02,58.05982336,L,yellow
167.64,74.84274105,S,red
162.56,49.44156833,S,red
162.56,56.69904625,L,yellow
170.18,81.6466266,XL,purple
172.72,76.20351816,L,yellow
160.02,61.23496995,L,yellow
165.1,68.0388555,L,yellow
177.8,83.00740371,XL,purple
154.94,58.9670081,L,yellow
152.4,63.502931800000006,L,yellow
160.02,60.32778521,L,yellow
160.02,58.9670081,L,yellow
157.48,54.4310844,L,yellow
160.02,63.502931800000006,XL,purple
160.02,65.77089365,S,red
162.56,67.13167076,L,yellow
160.02,63.502931800000006,L,yellow
167.64,72.57477920000001,L,yellow
172.72,58.05982336,L,yellow
162.56,56.69904625,XL,purple
165.1,63.502931800000006,XL,purple
160.02,65.77089365,S,red
165.1,55.33826914,L,yellow
170.18,68.0388555,L,yellow
170.18,79.37866475,L,yellow
162.56,56.69904625,S,red
167.64,68.0388555,XL,purple
167.64,58.9670081,XL,purple
157.48,53.523899660000005,S,red
162.56,68.0388555,XL,purple
157.48,74.84274105,L,yellow
170.18,61.23496995,S,red
142.24,58.9670081,XL,purple
175.26,79.37866475,S,red
162.56,52.16312255,L,yellow
165.1,71.66759446,L,yellow
167.64,58.9670081,L,yellow
154.94,58.05982336,XL,purple
152.4,63.502931800000006,L,yellow
162.56,68.94604024,L,yellow
170.18,56.69904625,L,yellow
175.26,68.0388555,XS,blue
162.56,54.4310844,S,red
142.24,45.359237,L,yellow
160.02,58.05982336,XL,purple
172.72,82.10021897,L,yellow
172.72,72.57477920000001,L,yellow
162.56,74.84274105,L,yellow
167.64,83.91458845000001,L,yellow
157.48,63.502931800000006,XL,purple
180.34,73.93555631000001,S,red
170.18,69.39963261,S,red
167.64,73.93555631000001,L,yellow
160.02,61.23496995,L,yellow
152.4,48.98797596,S,red
170.18,81.6466266,L,yellow
167.64,74.84274105,XL,purple
167.64,77.1107029,S,red
165.1,58.9670081,L,yellow
162.56,75.74992579,XL,purple
203.2,68.0388555,XL,purple
154.94,49.895160700000005,L,yellow
162.56,65.77089365,L,yellow
162.56,67.13167076,S,red
157.48,62.59574706,XL,purple
165.1,70.76040972,XL,purple
162.56,68.94604024,S,red
149.86,45.359237,S,red
175.26,72.57477920000001,XL,purple
162.56,73.93555631000001,S,red
162.56,72.57477920000001,XL,purple
170.18,78.92507238,M,green
165.1,63.502931800000006,L,yellow
160.02,72.57477920000001,S,red
160.02,60.32778521,XL,purple
160.02,80.28584949,L,yellow
157.48,63.502931800000006,M,green
152.4,76.65711053,XL,purple
160.02,56.69904625,S,red
165.1,68.0388555,XL,purple
167.64,76.65711053,L,yellow
154.94,63.502931800000006,L,yellow
167.64,65.77089365,XL,purple
154.94,49.44156833,S,red
167.64,74.84274105,L,yellow
172.72,88.45051215000001,L,yellow
157.48,68.0388555,S,red
162.56,63.95652417,S,red
167.64,89.35769689,S,red
160.02,63.502931800000006,XL,purple
152.4,68.0388555,L,yellow
165.1,61.23496995,S,red
157.48,50.80234544,L,yellow
162.56,48.53438359,L,yellow
157.48,72.57477920000001,L,yellow
177.8,81.6466266,L,yellow
162.56,76.65711053,L,yellow
157.48,63.502931800000006,L,yellow
160.02,77.1107029,L,yellow
157.48,68.0388555,XL,purple
172.72,73.93555631000001,L,yellow
170.18,70.76040972,XL,purple
170.18,78.92507238,M,green
160.02,54.4310844,M,green
162.56,65.31730128000001,S,red
170.18,77.1107029,L,yellow
170.18,84.82177319,L,yellow
165.1,66.67807839000001,S,red
167.64,70.76040972,L,yellow
170.18,58.9670081,M,green
162.56,52.61671492,L,yellow
172.72,74.38914868,XS,blue
162.56,81.6466266,S,red
160.02,76.20351816,XL,purple
160.02,63.502931800000006,XL,purple
167.64,65.77089365,L,yellow
165.1,72.57477920000001,L,yellow
172.72,70.30681735,M,green
162.56,71.21400209000001,L,yellow
172.72,102.05828325,L,yellow
162.56,76.20351816,L,yellow
157.48,65.77089365,L,yellow
154.94,65.77089365,L,yellow
165.1,68.0388555,S,red
175.26,87.99691978,S,red
172.72,93.44002822,XL,purple
170.18,63.502931800000006,XL,purple
177.8,63.502931800000006,L,yellow
165.1,64.86370891,L,yellow
157.48,71.66759446,S,red
165.1,63.502931800000006,L,yellow
154.94,70.30681735,XL,purple
162.56,72.57477920000001,S,red
165.1,74.84274105,L,yellow
162.56,83.91458845000001,L,yellow
162.56,82.10021897,S,red
165.1,56.69904625,L,yellow
162.56,79.37866475,S,red
160.02,62.142154690000005,L,yellow
170.18,64.41011654,S,red
172.72,78.01788764,L,yellow
154.94,58.9670081,L,yellow
160.02,72.57477920000001,S,red
149.86,65.77089365,S,red
162.56,56.69904625,L,yellow
162.56,65.77089365,XL,purple
165.1,60.78137758,L,yellow
170.18,77.1107029,L,yellow
167.64,59.874192840000006,L,yellow
160.02,67.13167076,XL,purple
160.02,63.502931800000006,S,red
162.56,68.0388555,L,yellow
165.1,68.0388555,L,yellow
167.64,86.1825503,S,red
157.48,63.04933943,S,red
165.1,74.84274105,S,red
160.02,54.4310844,M,green
162.56,69.85322498000001,L,yellow
162.56,76.65711053,S,red
170.18,97.52235955,S,red
162.56,67.13167076,L,yellow
154.94,45.359237,M,green
167.64,74.84274105,S,red
170.18,54.4310844,L,yellow
154.94,59.874192840000006,L,yellow
157.48,70.30681735,S,red
167.64,73.48196394,L,yellow
160.02,67.13167076,L,yellow
162.56,57.60623099,L,yellow
170.18,87.08973504000001,L,yellow
167.64,66.22448602,L,yellow
162.56,75.74992579,S,red
167.64,63.04933943,S,red
162.56,70.30681735,L,yellow
170.18,68.0388555,L,yellow
160.02,61.23496995,XS,blue
170.18,61.23496995,XL,purple
165.1,61.23496995,L,yellow
162.56,77.1107029,XL,purple
162.56,58.513415730000006,L,yellow
165.1,58.9670081,M,green
175.26,77.1107029,L,yellow
149.86,69.85322498000001,L,yellow
167.64,83.91458845000001,S,red
157.48,61.23496995,XL,purple
170.18,94.34721296,L,yellow
167.64,64.86370891,S,red
162.56,60.32778521,L,yellow
160.02,68.94604024,L,yellow
162.56,66.67807839000001,XL,purple
162.56,64.86370891,L,yellow
180.34,77.1107029,L,yellow
167.64,70.30681735,S,red
165.1,56.69904625,S,red
177.8,77.1107029,L,yellow
162.56,65.77089365,S,red
175.26,66.67807839000001,L,yellow
160.02,64.86370891,M,green
162.56,86.1825503,S,red
167.64,58.05982336,L,yellow
170.18,79.83225712000001,S,red
152.4,77.1107029,L,yellow
165.1,57.60623099,S,red
160.02,87.54332741,S,red
162.56,77.1107029,L,yellow
152.4,53.97749203,L,yellow
167.64,81.6466266,L,yellow
172.72,62.59574706,S,red
154.94,57.152638620000005,S,red
154.94,73.48196394,S,red
165.1,72.57477920000001,S,red
165.1,68.94604024,S,red
167.64,81.6466266,XL,purple
167.64,61.23496995,L,yellow
180.34,78.47148001000001,M,green
182.88,84.82177319,XL,purple
177.8,61.23496995,S,red
160.02,57.60623099,S,red
165.1,55.79186151,L,yellow
157.48,68.94604024,L,yellow
157.48,64.41011654,L,yellow
165.1,61.23496995,L,yellow
154.94,59.874192840000006,XL,purple
154.94,67.13167076,S,red
175.26,67.13167076,S,red
162.56,63.04933943,XL,purple
160.02,64.86370891,L,yellow
160.02,61.23496995,L,yellow
165.1,58.513415730000006,L,yellow
165.1,77.1107029,S,red
167.64,60.78137758,L,yellow
172.72,81.6466266,M,green
154.94,55.79186151,L,yellow
167.64,51.255937810000006,S,red
172.72,63.502931800000006,XL,purple
165.1,73.48196394,S,red
160.02,64.86370891,L,yellow
167.64,92.98643585,XL,purple
175.26,68.0388555,L,yellow
162.56,66.22448602,L,yellow
175.26,68.0388555,XL,purple
172.72,78.47148001000001,L,yellow
170.18,70.30681735,S,red
157.48,52.61671492,S,red
170.18,58.9670081,L,yellow
172.72,75.74992579,S,red
167.64,76.20351816,XL,purple
157.48,71.66759446,L,yellow
165.1,65.77089365,L,yellow
170.18,73.93555631000001,L,yellow
154.94,52.16312255,XL,purple
160.02,63.502931800000006,XL,purple
162.56,63.95652417,S,red
160.02,67.13167076,L,yellow
162.56,70.30681735,L,yellow
165.1,68.94604024,L,yellow
160.02,61.68856232,XL,purple
154.94,56.69904625,L,yellow
170.18,89.81128926000001,L,yellow
167.64,75.74992579,L,yellow
165.1,77.1107029,L,yellow
167.64,71.66759446,S,red
160.02,57.60623099,M,green
160.02,61.23496995,L,yellow
167.64,86.1825503,L,yellow
154.94,54.4310844,L,yellow
157.48,69.39963261,XL,purple
149.86,58.9670081,L,yellow
154.94,49.895160700000005,S,red
167.64,71.66759446,L,yellow
167.64,51.70953018,L,yellow
167.64,56.69904625,M,green
160.02,48.98797596,S,red
162.56,61.23496995,S,red
162.56,61.23496995,S,red
152.4,54.4310844,L,yellow
147.32,51.70953018,L,yellow
165.1,68.0388555,S,red
160.02,68.0388555,L,yellow
160.02,62.59574706,L,yellow
167.64,72.57477920000001,XL,purple
162.56,63.502931800000006,S,red
175.26,78.01788764,S,red
162.56,60.32778521,M,green
170.18,76.65711053,S,red
165.1,61.23496995,L,yellow
152.4,46.266421740000006,XL,purple
165.1,56.69904625,S,red
157.48,56.69904625,L,yellow
165.1,64.41011654,M,green
160.02,58.9670081,M,green
154.94,52.16312255,S,red
157.48,63.502931800000006,L,yellow
160.02,63.502931800000006,S,red
167.64,64.41011654,L,yellow
157.48,56.69904625,L,yellow
167.64,63.502931800000006,XL,purple
160.02,62.59574706,XL,purple
167.64,53.523899660000005,S,red
172.72,68.0388555,L,yellow
165.1,71.21400209000001,S,red
162.56,67.13167076,L,yellow
162.56,65.77089365,S,red
170.18,63.502931800000006,XL,purple
170.18,65.77089365,S,red
154.94,50.80234544,S,red
162.56,53.07030729,L,yellow
177.8,71.66759446,S,red
167.64,74.84274105,L,yellow
160.02,61.23496995,S,red
149.86,43.09127515,M,green
160.02,74.84274105,L,yellow
160.02,70.30681735,S,red
165.1,68.0388555,XS,blue
165.1,68.0388555,L,yellow
172.72,68.0388555,S,red
162.56,59.874192840000006,L,yellow
165.1,71.66759446,L,yellow
157.48,61.23496995,S,red
154.94,58.9670081,L,yellow
170.18,74.84274105,S,red
170.18,77.1107029,S,red
160.02,54.4310844,L,yellow
160.02,65.77089365,L,yellow
175.26,61.23496995,L,yellow
167.64,74.84274105,L,yellow
172.72,64.41011654,XL,purple
160.02,68.0388555,S,red
162.56,68.0388555,S,red
149.86,46.72001411,L,yellow
157.48,61.23496995,XL,purple
170.18,83.00740371,L,yellow
165.1,65.77089365,XL,purple
157.48,69.85322498000001,M,green
160.02,58.9670081,L,yellow
165.1,65.77089365,L,yellow
175.26,67.13167076,L,yellow
165.1,67.13167076,L,yellow
177.8,88.45051215000001,S,red
152.4,63.502931800000006,S,red
167.64,83.91458845000001,XL,purple
157.48,57.152638620000005,L,yellow
149.86,58.9670081,S,red
167.64,61.23496995,L,yellow
177.8,70.30681735,L,yellow
162.56,54.4310844,S,red
160.02,52.16312255,M,green
162.56,55.79186151,L,yellow
157.48,63.502931800000006,L,yellow
157.48,54.4310844,S,red
165.1,63.502931800000006,L,yellow
170.18,70.30681735,L,yellow
154.94,58.9670081,XL,purple
162.56,58.9670081,L,yellow
162.56,55.33826914,S,red
154.94,54.4310844,S,red
160.02,79.37866475,L,yellow
162.56,57.60623099,L,yellow
170.18,72.57477920000001,S,red
165.1,72.57477920000001,S,red
157.48,65.77089365,XL,purple
170.18,74.84274105,XL,purple
160.02,49.895160700000005,XL,purple
154.94,47.62719885,XL,purple
170.18,83.46099608,XL,purple
160.02,68.94604024,L,yellow
167.64,62.142154690000005,S,red
170.18,71.21400209000001,XL,purple
154.94,49.895160700000005,L,yellow
177.8,72.57477920000001,XL,purple
172.72,68.0388555,XL,purple
160.02,59.874192840000006,S,red
170.18,60.32778521,S,red
167.64,65.77089365,XL,purple
152.4,49.895160700000005,XS,blue
167.64,71.21400209000001,S,red
167.64,68.0388555,XL,purple
160.02,64.86370891,L,yellow
165.1,77.1107029,XL,purple
162.56,72.57477920000001,M,green
170.18,77.1107029,S,red
165.1,52.16312255,L,yellow
170.18,67.13167076,XL,purple
160.02,73.02837157,S,red
160.02,54.4310844,S,red
167.64,58.9670081,S,red
165.1,69.85322498000001,L,yellow
160.02,66.67807839000001,L,yellow
162.56,68.0388555,S,red
167.64,69.85322498000001,XL,purple
157.48,60.78137758,L,yellow
170.18,76.20351816,L,yellow
160.02,68.94604024,L,yellow
162.56,57.60623099,S,red
165.1,81.6466266,S,red
172.72,65.31730128000001,S,red
167.64,65.77089365,L,yellow
162.56,74.84274105,XL,purple
165.1,66.67807839000001,XL,purple
162.56,65.77089365,XL,purple
172.72,68.0388555,XL,purple
175.26,63.04933943,L,yellow
175.26,59.874192840000006,L,yellow
154.94,48.08079122,XL,purple
165.1,73.48196394,L,yellow
180.34,101.15109851,L,yellow
160.02,65.31730128000001,L,yellow
167.64,72.57477920000001,L,yellow
165.1,87.99691978,L,yellow
157.48,72.57477920000001,L,yellow
157.48,62.142154690000005,M,green
160.02,68.0388555,XL,purple
154.94,61.23496995,M,green
160.02,63.502931800000006,S,red
170.18,68.0388555,L,yellow
165.1,64.86370891,XL,purple
157.48,52.16312255,L,yellow
157.48,57.60623099,L,yellow
170.18,88.90410452,L,yellow
170.18,71.21400209000001,M,green
152.4,57.152638620000005,S,red
162.56,61.23496995,L,yellow
162.56,61.23496995,S,red
149.86,63.502931800000006,XL,purple
165.1,68.0388555,L,yellow
160.02,58.9670081,S,red
170.18,81.6466266,XL,purple
162.56,73.02837157,L,yellow
165.1,73.02837157,L,yellow
162.56,47.62719885,S,red
165.1,59.874192840000006,S,red
160.02,51.255937810000006,XL,purple
167.64,70.76040972,L,yellow
177.8,84.82177319,L,yellow
154.94,52.61671492,S,red
167.64,72.12118683,S,red
160.02,61.23496995,M,green
160.02,54.4310844,XS,blue
160.02,56.24545388,L,yellow
157.48,61.23496995,L,yellow
162.56,54.4310844,L,yellow
157.48,62.59574706,L,yellow
170.18,75.74992579,L,yellow
167.64,72.57477920000001,M,green
170.18,77.1107029,L,yellow
165.1,57.152638620000005,L,yellow
162.56,83.91458845000001,L,yellow
157.48,82.10021897,L,yellow
172.72,80.28584949,L,yellow
152.4,57.60623099,S,red
